PID,DATE,Q-KEY,PAGE,"QUESTION ID",QUESTION,ANSWER,VALUE
676,26-03-2022,SDQ,3,2,"Parmi ces options, laquelle correspond le mieux à votre situation actuelle ?","Travail à temps plein",0
676,26-03-2022,SDQ,3,3,"Dans quel secteur d’activités travaillez-vous ou avez-vous travaillé le plus r�%.......",,0
676,26-03-2022,SDQ,3,4,"Quelle fonction occupez-vous actuellement ? (Intitulé de poste)",,0
676,26-03-2022,SDQ,3,5,"Quel est votre niveau de rémunération brute annuelle ?","Ne souhaite pas répondre",10
676,26-03-2022,SDQ,4,1,"Nombre de personnes",4,0
676,26-03-2022,SDQ,4,2,"Parmi ces personnes, combien y-at-il d’enfants ?",2,0
676,26-03-2022,SDQ,4,3,"Parmi ces personnes, combien y-a-t-il d’adultes ?",2,0
676,26-03-2022,SDQ,4,4,"Parmi ces adultes, combien de personnes apportent des revenus ?",,0
676,26-03-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez _OTHER",,0
676,26-03-2022,VG,1,1,"A quelle fréquence joues-tu à des jeux vidéo ?","Plusieurs fois par semaine",1
676,26-03-2022,VG,1,2,"Comment évalues-tu ton niveau en jeux vidéo ?","Plutôt bon",1
676,26-03-2022,VG,1,3,"À quel genre de jeux vidéo joues-tu le plus souvent ? Tu peux cocher plusieurs cases si .......",Array,0
676,26-03-2022,VG,1,4,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",5,0
676,26-03-2022,VG,1,5,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",10,0
676,26-03-2022,VG,1,6,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",9,0
676,26-03-2022,VG,1,7,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",5,0
676,26-03-2022,VG,1,8,"Sur une échelle de 1 (pas du tout) à 10 (beaucoup) – est-ce que tu fais du.......",10,0
676,26-03-2022,VG,1,9,"Portes-tu des lunettes ou des lentilles de contact ?",Oui,0
676,26-03-2022,VG,1,10,"Quel âge as-tu ?",8,0
676,26-03-2022,VG,1,11,"Dans quel pays habites-tu ?",FRANCE,0
676,26-03-2022,VG,1,12,Sexe,"Préfère ne pas dire",3
681,28-03-2022,QFP,1,1,day_dob,14,0
681,28-03-2022,QFP,1,1,month_dob,12,0
681,28-03-2022,QFP,1,1,year_dob,2010,0
681,28-03-2022,QFP,1,2,"En quel niveau d’études est votre enfant ?",Secondaire,1
681,28-03-2022,QFP,1,3,"Dans quelle classe est votre enfant ?",6émé,0
681,28-03-2022,QFP,1,4,"independent dragging",Oui,0
681,28-03-2022,QFP,1,5,"Dans quel pays votre enfant habite-t-il?",France,0
681,28-03-2022,QFP,1,6,"Quel est le sexe de votre enfant ?",Garçon,0
681,28-03-2022,SDQ,1,1,"ladder community",5,5
681,28-03-2022,SDQ,2,1,"ladder people in France",7,7
681,28-03-2022,SDQ,2,2,"Veuillez sélectionner votre plus haut niveau d’études ?",Supérieure,2
681,28-03-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu","Universités / Grandes écoles / Ecoles supérieures du secondaire",4
681,28-03-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu_OTHER",,0
681,28-03-2022,SDQ,3,2,"Parmi ces options, laquelle correspond le mieux à votre situation actuelle ?","Demandeur d’emploi",3
681,28-03-2022,SDQ,3,3,"Dans quel secteur d’activités travaillez-vous ou avez-vous travaillé le plus r�%.......","Service à la famille",0
681,28-03-2022,SDQ,3,4,"Quelle fonction occupez-vous actuellement ? (Intitulé de poste)",,0
681,28-03-2022,SDQ,4,1,"Nombre de personnes",5,0
681,28-03-2022,SDQ,4,2,"Parmi ces personnes, combien y-at-il d’enfants ?",3,0
681,28-03-2022,SDQ,4,3,"Parmi ces personnes, combien y-a-t-il d’adultes ?",2,0
681,28-03-2022,SDQ,4,4,"Parmi ces adultes, combien de personnes apportent des revenus ?",1,0
681,28-03-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez ",Propriétaire,0
681,28-03-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez _OTHER",,0
681,28-03-2022,SDQ,4,6,"Veuillez sélectionner l’option qui correspond à l’ensemble des revenus de .......","Ne souhaite pas répondre",10
681,28-03-2022,SDQ,5,1,"En supposant que vous ayez rapidement besoin de liquidités, quel montant d’écono.......","De 5 000 € à 9 999 €",2
681,28-03-2022,SDQ,5,2,"Si vous déduisez les montants de vos éventuels emprunts en cours, de quel montant dispos.......","Ne souhaite pas répondre",10
681,28-03-2022,SDQ,5,1,"En supposant que vous ayez rapidement besoin de liquidités, quel montant d’écono.......","Ne souhaite pas répondre",10
681,28-03-2022,SDQ,5,2,"Si vous déduisez les montants de vos éventuels emprunts en cours, de quel montant dispos.......","Ne souhaite pas répondre",10
681,28-03-2022,VG,1,1,"A quelle fréquence joues-tu à des jeux vidéo ?",Jamais,4
681,28-03-2022,VG,1,2,"Comment évalues-tu ton niveau en jeux vidéo ?",Mauvais,4
681,28-03-2022,VG,1,4,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",5,0
681,28-03-2022,VG,1,5,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",5,0
681,28-03-2022,VG,1,6,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",5,0
681,28-03-2022,VG,1,7,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",5,0
681,28-03-2022,VG,1,8,"Sur une échelle de 1 (pas du tout) à 10 (beaucoup) – est-ce que tu fais du.......",5,0
681,28-03-2022,VG,1,9,"Portes-tu des lunettes ou des lentilles de contact ?",Oui,0
681,28-03-2022,VG,1,10,"Quel âge as-tu ?",11,0
681,28-03-2022,VG,1,11,"Dans quel pays habites-tu ?",France,0
681,28-03-2022,VG,1,12,Sexe,Garçon,1
685,01-04-2022,QFP,1,1,day_dob,18,0
685,01-04-2022,QFP,1,1,month_dob,08,0
685,01-04-2022,QFP,1,1,year_dob,2013,0
685,01-04-2022,QFP,1,2,"En quel niveau d’études est votre enfant ?",Primaire,0
685,01-04-2022,QFP,1,3,"Dans quelle classe est votre enfant ?",CE2,0
685,01-04-2022,QFP,1,4,"independent dragging",Oui,0
685,01-04-2022,QFP,1,5,"Dans quel pays votre enfant habite-t-il?","Grande Bretagne",0
685,01-04-2022,QFP,1,6,"Quel est le sexe de votre enfant ?",Fille,1
685,01-04-2022,SDQ,1,1,"ladder community",3,3
685,01-04-2022,SDQ,2,1,"ladder people in France",3,3
685,01-04-2022,SDQ,2,2,"Veuillez sélectionner votre plus haut niveau d’études ?",Supérieure,2
685,01-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu","Universités / Grandes écoles / Ecoles supérieures du secondaire",4
685,01-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu_OTHER",,0
685,01-04-2022,SDQ,3,3,"Dans quel secteur d’activités travaillez-vous ou avez-vous travaillé le plus r�%.......",,0
685,01-04-2022,SDQ,3,4,"Quelle fonction occupez-vous actuellement ? (Intitulé de poste)",,0
685,01-04-2022,SDQ,4,1,"Nombre de personnes",4,0
685,01-04-2022,SDQ,4,2,"Parmi ces personnes, combien y-at-il d’enfants ?",2,0
685,01-04-2022,SDQ,4,3,"Parmi ces personnes, combien y-a-t-il d’adultes ?",2,0
685,01-04-2022,SDQ,4,4,"Parmi ces adultes, combien de personnes apportent des revenus ?",2,0
685,01-04-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez _OTHER",,0
685,01-04-2022,VG,1,1,"A quelle fréquence joues-tu à des jeux vidéo ?","Tous les jours",0
685,01-04-2022,VG,1,2,"Comment évalues-tu ton niveau en jeux vidéo ?","Très bon",0
685,01-04-2022,VG,1,3,"À quel genre de jeux vidéo joues-tu le plus souvent ? Tu peux cocher plusieurs cases si .......",Array,0
685,01-04-2022,VG,1,4,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",10,0
685,01-04-2022,VG,1,5,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",10,0
685,01-04-2022,VG,1,6,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",10,0
685,01-04-2022,VG,1,7,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",10,0
685,01-04-2022,VG,1,8,"Sur une échelle de 1 (pas du tout) à 10 (beaucoup) – est-ce que tu fais du.......",10,0
685,01-04-2022,VG,1,9,"Portes-tu des lunettes ou des lentilles de contact ?",Non,1
685,01-04-2022,VG,1,10,"Quel âge as-tu ?",8,0
685,01-04-2022,VG,1,11,"Dans quel pays habites-tu ?","Grande Bretagne",0
685,01-04-2022,VG,1,12,Sexe,Fille,2
701,13-04-2022,QFP,1,1,day_dob,07,0
701,13-04-2022,QFP,1,1,month_dob,10,0
701,13-04-2022,QFP,1,1,year_dob,2010,0
701,13-04-2022,QFP,1,2,"En quel niveau d’études est votre enfant ?",Secondaire,1
701,13-04-2022,QFP,1,3,"Dans quelle classe est votre enfant ?",6ème,0
701,13-04-2022,QFP,1,4,"independent dragging",Oui,0
701,13-04-2022,QFP,1,5,"Dans quel pays votre enfant habite-t-il?",France,0
701,13-04-2022,QFP,1,6,"Quel est le sexe de votre enfant ?",Fille,1
701,13-04-2022,SDQ,1,1,"ladder community",,0
701,13-04-2022,SDQ,2,1,"ladder people in France",,0
701,13-04-2022,SDQ,2,2,"Veuillez sélectionner votre plus haut niveau d’études ?",Secondaire,1
701,13-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu_OTHER",,0
701,13-04-2022,SDQ,3,3,"Dans quel secteur d’activités travaillez-vous ou avez-vous travaillé le plus r�%.......",,0
701,13-04-2022,SDQ,3,4,"Quelle fonction occupez-vous actuellement ? (Intitulé de poste)",,0
701,13-04-2022,SDQ,4,1,"Nombre de personnes",6,0
701,13-04-2022,SDQ,4,2,"Parmi ces personnes, combien y-at-il d’enfants ?",4,0
701,13-04-2022,SDQ,4,3,"Parmi ces personnes, combien y-a-t-il d’adultes ?",2,0
701,13-04-2022,SDQ,4,4,"Parmi ces adultes, combien de personnes apportent des revenus ?",1,0
701,13-04-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez ",Propriétaire,0
701,13-04-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez _OTHER",,0
701,13-04-2022,VG,1,1,"A quelle fréquence joues-tu à des jeux vidéo ?","Plusieurs fois par semaine",1
701,13-04-2022,VG,1,2,"Comment évalues-tu ton niveau en jeux vidéo ?",Bon,2
701,13-04-2022,VG,1,3,"À quel genre de jeux vidéo joues-tu le plus souvent ? Tu peux cocher plusieurs cases si .......",Array,0
701,13-04-2022,VG,1,4,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",10,0
701,13-04-2022,VG,1,5,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",3,0
701,13-04-2022,VG,1,6,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",7,0
701,13-04-2022,VG,1,7,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",6,0
701,13-04-2022,VG,1,8,"Sur une échelle de 1 (pas du tout) à 10 (beaucoup) – est-ce que tu fais du.......",10,0
701,13-04-2022,VG,1,9,"Portes-tu des lunettes ou des lentilles de contact ?",Non,1
701,13-04-2022,VG,1,10,"Quel âge as-tu ?","11 ans ",0
701,13-04-2022,VG,1,11,"Dans quel pays habites-tu ?","France ",0
701,13-04-2022,VG,1,12,Sexe,Fille,2
708,22-04-2022,QFP,1,1,day_dob,1,0
708,22-04-2022,QFP,1,1,month_dob,7,0
708,22-04-2022,QFP,1,1,year_dob,2006,0
708,22-04-2022,QFP,1,2,"En quel niveau d’études est votre enfant ?",Secondaire,1
708,22-04-2022,QFP,1,3,"Dans quelle classe est votre enfant ?",test,0
708,22-04-2022,QFP,1,4,"independent dragging",Oui,0
708,22-04-2022,QFP,1,5,"Dans quel pays votre enfant habite-t-il?",test,0
708,22-04-2022,QFP,1,6,"Quel est le sexe de votre enfant ?",Garçon,0
708,22-04-2022,SDQ,1,1,"ladder community",,0
708,22-04-2022,SDQ,2,1,"ladder people in France",,0
708,22-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu_OTHER",,0
708,22-04-2022,SDQ,3,3,"Dans quel secteur d’activités travaillez-vous ou avez-vous travaillé le plus r�%.......",,0
708,22-04-2022,SDQ,3,4,"Quelle fonction occupez-vous actuellement ? (Intitulé de poste)",,0
708,22-04-2022,SDQ,4,1,"Nombre de personnes",,0
708,22-04-2022,SDQ,4,2,"Parmi ces personnes, combien y-at-il d’enfants ?",,0
708,22-04-2022,SDQ,4,3,"Parmi ces personnes, combien y-a-t-il d’adultes ?",,0
708,22-04-2022,SDQ,4,4,"Parmi ces adultes, combien de personnes apportent des revenus ?",,0
708,22-04-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez _OTHER",,0
708,22-04-2022,VG,1,1,"A quelle fréquence joues-tu à des jeux vidéo ?",Jamais,4
708,22-04-2022,VG,1,2,"Comment évalues-tu ton niveau en jeux vidéo ?","Plutôt mauvais",3
708,22-04-2022,VG,1,3,"À quel genre de jeux vidéo joues-tu le plus souvent ? Tu peux cocher plusieurs cases si .......",Array,0
708,22-04-2022,VG,1,4,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",5,0
708,22-04-2022,VG,1,5,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",5,0
708,22-04-2022,VG,1,6,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",5,0
708,22-04-2022,VG,1,7,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",5,0
708,22-04-2022,VG,1,8,"Sur une échelle de 1 (pas du tout) à 10 (beaucoup) – est-ce que tu fais du.......",5,0
708,22-04-2022,VG,1,9,"Portes-tu des lunettes ou des lentilles de contact ?",Non,1
708,22-04-2022,VG,1,10,"Quel âge as-tu ?",test,0
708,22-04-2022,VG,1,11,"Dans quel pays habites-tu ?",test,0
708,22-04-2022,VG,1,12,Sexe,Garçon,1
712,24-04-2022,QFP,1,1,day_dob,27,0
712,24-04-2022,QFP,1,1,month_dob,6,0
712,24-04-2022,QFP,1,1,year_dob,2006,0
712,24-04-2022,QFP,1,2,"En quel niveau d’études est votre enfant ?",Secondaire,1
712,24-04-2022,QFP,1,3,"Dans quelle classe est votre enfant ?","year 11",0
712,24-04-2022,QFP,1,4,"independent dragging",Oui,0
712,24-04-2022,QFP,1,5,"Dans quel pays votre enfant habite-t-il?",UK,0
712,24-04-2022,QFP,1,6,"Quel est le sexe de votre enfant ?",Fille,1
712,24-04-2022,SDQ,1,1,"ladder community",,0
712,24-04-2022,SDQ,2,1,"ladder people in France",,0
712,24-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu_OTHER",,0
712,24-04-2022,SDQ,3,3,"Dans quel secteur d’activités travaillez-vous ou avez-vous travaillé le plus r�%.......",,0
712,24-04-2022,SDQ,3,4,"Quelle fonction occupez-vous actuellement ? (Intitulé de poste)",,0
712,24-04-2022,SDQ,4,1,"Nombre de personnes",,0
712,24-04-2022,SDQ,4,2,"Parmi ces personnes, combien y-at-il d’enfants ?",,0
712,24-04-2022,SDQ,4,3,"Parmi ces personnes, combien y-a-t-il d’adultes ?",,0
712,24-04-2022,SDQ,4,4,"Parmi ces adultes, combien de personnes apportent des revenus ?",,0
712,24-04-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez _OTHER",,0
712,24-04-2022,VG,1,1,"A quelle fréquence joues-tu à des jeux vidéo ?",Jamais,4
712,24-04-2022,VG,1,2,"Comment évalues-tu ton niveau en jeux vidéo ?","Plutôt mauvais",3
712,24-04-2022,VG,1,4,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",5,0
712,24-04-2022,VG,1,5,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",3,0
712,24-04-2022,VG,1,6,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",9,0
712,24-04-2022,VG,1,7,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",5,0
712,24-04-2022,VG,1,8,"Sur une échelle de 1 (pas du tout) à 10 (beaucoup) – est-ce que tu fais du.......",2,0
712,24-04-2022,VG,1,9,"Portes-tu des lunettes ou des lentilles de contact ?",Non,1
712,24-04-2022,VG,1,10,"Quel âge as-tu ?",15,0
712,24-04-2022,VG,1,11,"Dans quel pays habites-tu ?",UK,0
712,24-04-2022,VG,1,12,Sexe,Fille,2
713,24-04-2022,QFP,1,1,day_dob,8,0
713,24-04-2022,QFP,1,1,month_dob,3,0
713,24-04-2022,QFP,1,1,year_dob,2009,0
713,24-04-2022,QFP,1,2,"En quel niveau d’études est votre enfant ?",Secondaire,1
713,24-04-2022,QFP,1,3,"Dans quelle classe est votre enfant ?",5EME,0
713,24-04-2022,QFP,1,4,"independent dragging",Oui,0
713,24-04-2022,QFP,1,5,"Dans quel pays votre enfant habite-t-il?","France ( 33)",0
713,24-04-2022,QFP,1,6,"Quel est le sexe de votre enfant ?",Fille,1
713,24-04-2022,SDQ,1,1,"ladder community",4,4
713,24-04-2022,SDQ,2,1,"ladder people in France",3,3
713,24-04-2022,SDQ,2,2,"Veuillez sélectionner votre plus haut niveau d’études ?",Secondaire,1
713,24-04-2022,SDQ,2,1,"ladder people in France",3,3
713,24-04-2022,SDQ,2,2,"Veuillez sélectionner votre plus haut niveau d’études ?",Secondaire,1
713,24-04-2022,SDQ,1,1,"ladder community",3,3
713,24-04-2022,SDQ,1,1,"ladder community",3,3
713,24-04-2022,SDQ,1,1,"ladder community",3,3
713,24-04-2022,SDQ,1,1,"ladder community",3,3
713,24-04-2022,SDQ,2,1,"ladder people in France",3,3
713,24-04-2022,SDQ,2,2,"Veuillez sélectionner votre plus haut niveau d’études ?",Supérieure,2
713,24-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu","Universités / Grandes écoles / Ecoles supérieures du secondaire",4
713,24-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu_OTHER",,0
713,24-04-2022,SDQ,3,2,"Parmi ces options, laquelle correspond le mieux à votre situation actuelle ?","Travail à temps plein",0
713,24-04-2022,SDQ,3,3,"Dans quel secteur d’activités travaillez-vous ou avez-vous travaillé le plus r�%.......",Défense,0
713,24-04-2022,SDQ,3,4,"Quelle fonction occupez-vous actuellement ? (Intitulé de poste)","Directeur adjoint d'un centre",0
713,24-04-2022,SDQ,3,5,"Quel est votre niveau de rémunération brute annuelle ?","De 75 000 € à 99 999 €",7
713,24-04-2022,SDQ,4,1,"Nombre de personnes",4,0
713,24-04-2022,SDQ,4,2,"Parmi ces personnes, combien y-at-il d’enfants ?",2,0
713,24-04-2022,SDQ,4,3,"Parmi ces personnes, combien y-a-t-il d’adultes ?",2,0
713,24-04-2022,SDQ,4,4,"Parmi ces adultes, combien de personnes apportent des revenus ?",2,0
713,24-04-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez ",Propriétaire,0
713,24-04-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez _OTHER",,0
713,24-04-2022,SDQ,4,6,"Veuillez sélectionner l’option qui correspond à l’ensemble des revenus de .......","Plus de 100 000 € ",8
713,24-04-2022,SDQ,4,7,"Si vous vous retrouviez sans vos revenus actuels, combien de temps pourriez-vous maintenir votre n.......","7 à 12 mois",3
713,24-04-2022,SDQ,5,1,"En supposant que vous ayez rapidement besoin de liquidités, quel montant d’écono.......","De 10 000 € à 19 999 €",3
713,24-04-2022,SDQ,5,2,"Si vous déduisez les montants de vos éventuels emprunts en cours, de quel montant dispos.......","De 100 000 € à 199 999 €",6
713,24-04-2022,VG,1,1,"A quelle fréquence joues-tu à des jeux vidéo ?","Plusieurs fois par an",3
713,24-04-2022,VG,1,2,"Comment évalues-tu ton niveau en jeux vidéo ?","Plutôt bon",1
713,24-04-2022,VG,1,3,"À quel genre de jeux vidéo joues-tu le plus souvent ? Tu peux cocher plusieurs cases si .......",Array,0
713,24-04-2022,VG,1,4,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",9,0
713,24-04-2022,VG,1,5,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",9,0
713,24-04-2022,VG,1,6,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",9,0
713,24-04-2022,VG,1,7,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",10,0
713,24-04-2022,VG,1,8,"Sur une échelle de 1 (pas du tout) à 10 (beaucoup) – est-ce que tu fais du.......",7,0
713,24-04-2022,VG,1,9,"Portes-tu des lunettes ou des lentilles de contact ?",Oui,0
713,24-04-2022,VG,1,10,"Quel âge as-tu ?","13 ans",0
713,24-04-2022,VG,1,11,"Dans quel pays habites-tu ?",France,0
713,24-04-2022,VG,1,12,Sexe,Fille,2
713,24-04-2022,VG,1,1,"A quelle fréquence joues-tu à des jeux vidéo ?","Plusieurs fois par an",3
713,24-04-2022,VG,1,2,"Comment évalues-tu ton niveau en jeux vidéo ?","Plutôt bon",1
713,24-04-2022,VG,1,3,"À quel genre de jeux vidéo joues-tu le plus souvent ? Tu peux cocher plusieurs cases si .......",Array,0
713,24-04-2022,VG,1,4,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",9,0
713,24-04-2022,VG,1,5,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",9,0
713,24-04-2022,VG,1,6,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",9,0
713,24-04-2022,VG,1,7,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",10,0
713,24-04-2022,VG,1,8,"Sur une échelle de 1 (pas du tout) à 10 (beaucoup) – est-ce que tu fais du.......",7,0
713,24-04-2022,VG,1,9,"Portes-tu des lunettes ou des lentilles de contact ?",Oui,0
713,24-04-2022,VG,1,10,"Quel âge as-tu ?","13 ans",0
713,24-04-2022,VG,1,11,"Dans quel pays habites-tu ?",France,0
713,24-04-2022,VG,1,12,Sexe,Fille,2
714,24-04-2022,QFP,1,1,day_dob,24,0
714,24-04-2022,QFP,1,1,month_dob,12,0
714,24-04-2022,QFP,1,1,year_dob,2015,0
714,24-04-2022,QFP,1,2,"En quel niveau d’études est votre enfant ?",Primaire,0
714,24-04-2022,QFP,1,3,"Dans quelle classe est votre enfant ?"," year1",0
714,24-04-2022,QFP,1,4,"independent dragging",Oui,0
714,24-04-2022,QFP,1,5,"Dans quel pays votre enfant habite-t-il?",uk,0
714,24-04-2022,QFP,1,6,"Quel est le sexe de votre enfant ?",Garçon,0
714,24-04-2022,SDQ,1,1,"ladder community",6,6
714,24-04-2022,SDQ,2,1,"ladder people in France",,0
714,24-04-2022,SDQ,2,2,"Veuillez sélectionner votre plus haut niveau d’études ?",Supérieure,2
714,24-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu","Universités / Grandes écoles / Ecoles supérieures du secondaire",4
714,24-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu_OTHER",,0
714,24-04-2022,SDQ,3,2,"Parmi ces options, laquelle correspond le mieux à votre situation actuelle ?","Travail à temps partiel",1
714,24-04-2022,SDQ,3,3,"Dans quel secteur d’activités travaillez-vous ou avez-vous travaillé le plus r�%.......",education,0
714,24-04-2022,SDQ,3,4,"Quelle fonction occupez-vous actuellement ? (Intitulé de poste)",institutrice,0
714,24-04-2022,SDQ,4,1,"Nombre de personnes",4,0
714,24-04-2022,SDQ,4,2,"Parmi ces personnes, combien y-at-il d’enfants ?",2,0
714,24-04-2022,SDQ,4,3,"Parmi ces personnes, combien y-a-t-il d’adultes ?",2,0
714,24-04-2022,SDQ,4,4,"Parmi ces adultes, combien de personnes apportent des revenus ?",2,0
714,24-04-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez ",Locataire,1
714,24-04-2022,SDQ,4,5,"Veuillez sélectionner l’option qui correspond au logement que vous occupez _OTHER",,0
714,24-04-2022,SDQ,4,6,"Veuillez sélectionner l’option qui correspond à l’ensemble des revenus de .......","De 5 000 € à 11 999 €",1
714,24-04-2022,SDQ,4,7,"Si vous vous retrouviez sans vos revenus actuels, combien de temps pourriez-vous maintenir votre n.......","1 à 2 mois",1
714,24-04-2022,SDQ,5,1,"En supposant que vous ayez rapidement besoin de liquidités, quel montant d’écono.......","De 5 000 € à 9 999 €",2
714,24-04-2022,SDQ,5,2,"Si vous déduisez les montants de vos éventuels emprunts en cours, de quel montant dispos.......","De 500 € à 4 999 €",1
714,24-04-2022,VG,1,1,"A quelle fréquence joues-tu à des jeux vidéo ?","Plusieurs fois par an",3
714,24-04-2022,VG,1,2,"Comment évalues-tu ton niveau en jeux vidéo ?",Bon,2
714,24-04-2022,VG,1,3,"À quel genre de jeux vidéo joues-tu le plus souvent ? Tu peux cocher plusieurs cases si .......",Array,0
714,24-04-2022,VG,1,4,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",6,0
714,24-04-2022,VG,1,5,"Sur une échelle de 1 (faibles) à 10 (excellentes) – comment évalues-t.......",8,0
714,24-04-2022,VG,1,6,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",8,0
714,24-04-2022,VG,1,7,"Sur une échelle de 1 (pas du tout) à 10 (tout à fait) – est-ce que tu.......",10,0
714,24-04-2022,VG,1,8,"Sur une échelle de 1 (pas du tout) à 10 (beaucoup) – est-ce que tu fais du.......",9,0
714,24-04-2022,VG,1,9,"Portes-tu des lunettes ou des lentilles de contact ?",Non,1
714,24-04-2022,VG,1,10,"Quel âge as-tu ?",6,0
714,24-04-2022,VG,1,11,"Dans quel pays habites-tu ?",uk,0
714,24-04-2022,VG,1,12,Sexe,Garçon,1
715,26-04-2022,QFP,1,1,day_dob,08,0
715,26-04-2022,QFP,1,1,month_dob,09,0
715,26-04-2022,QFP,1,1,year_dob,2009,0
715,26-04-2022,QFP,1,2,"En quel niveau d’études est votre enfant ?",Secondaire,1
715,26-04-2022,QFP,1,3,"Dans quelle classe est votre enfant ?","5 ème",0
715,26-04-2022,QFP,1,4,"independent dragging",Oui,0
715,26-04-2022,QFP,1,5,"Dans quel pays votre enfant habite-t-il?",france,0
715,26-04-2022,QFP,1,6,"Quel est le sexe de votre enfant ?",Fille,1
715,26-04-2022,SDQ,1,1,"ladder community",4,4
715,26-04-2022,SDQ,2,1,"ladder people in France",4,4
715,26-04-2022,SDQ,2,2,"Veuillez sélectionner votre plus haut niveau d’études ?",Secondaire,1
715,26-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu",Baccalauréat,2
715,26-04-2022,SDQ,3,1,"Veuillez indiquer votre plus haut diplôme obtenu_OTHER",,0
715,26-04-2022,SDQ,3,2,"Parmi ces options, laquelle correspond le mieux à votre situation actuelle ?","Travail à temps partiel",1
715,26-04-2022,SDQ,3,3,"Dans quel secteur d’activités travaillez-vous ou avez-vous travaillé le plus r�%.......",animatrice,0
715,26-04-2022,SDQ,3,4,"Quelle fonction occupez-vous actuellement ? (Intitulé de poste)",animatrice,0
